Row;s_RTS_code;e_full_name;s_sec_type_name_dop;s_sec_form_name_full;s_zagolovok_adr;s_ISIN_code;s_CFI_code;s_trade_lot;s_step_price;s_currency_kotir;s_trade_in_date;Торговый календарь
159;AVLR;Avalara, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US05338G1067;;1,00;0,01;USD;05.08.2019 0:00:00;Эмитенты с листингом в США
160;AVNS;Avanos Medical, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US05350V1061;;1,00;0,01;USD;11.06.2019 0:00:00;Эмитенты с листингом в США
161;AVNT;Avient Corporation;Акции;Акции иностранного эмитента обыкновенные;;US05368V1061;;1,00;0,01;USD;04.04.2019 0:00:00;Эмитенты с листингом в США
162;AVT;Avnet, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0538071038;;1,00;0,01;USD;04.12.2020 0:00:00;Эмитенты с листингом в США
163;AVTR;Avantor, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US05352A1007;;1,00;0,01;USD;04.12.2020 0:00:00;Эмитенты с листингом в США
164;AVY;Avery Dennison Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0536111091;;1,00;0,01;USD;23.11.2016 0:00:00;Эмитенты с листингом в США
165;AWH;Aspira Women's Health Inc.;Акции;Акции иностранного эмитента обыкновенные;;US04537Y1091;;1,00;0,01;USD;01.06.2021 0:00:00;Эмитенты с листингом в США
166;AWI;Armstrong World Industries, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US04247X1028;;1,00;0,01;USD;28.02.2019 0:00:00;Эмитенты с листингом в США
167;AWK;American Water Works Company, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0304201033;;1,00;0,01;USD;18.05.2020 0:00:00;Эмитенты с листингом в США
168;AWR;American States Water Company;Акции;Акции иностранного эмитента обыкновенные;;US0298991011;;1,00;0,01;USD;28.02.2019 0:00:00;Эмитенты с листингом в США
169;AX;Axos Financial, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US05465C1009;;1,00;0,01;USD;31.10.2019 0:00:00;Эмитенты с листингом в США
170;AXGN;Axogen, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US05463X1063;;1,00;0,01;USD;31.10.2019 0:00:00;Эмитенты с листингом в США
171;AXNX;Axonics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US05465P1012;;1,00;0,01;USD;28.01.2022 0:00:00;Эмитенты с листингом в США
172;AXON;Axon Enterprise, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US05464C1018;;1,00;0,01;USD;11.06.2019 0:00:00;Эмитенты с листингом в США
173;AXP;American Express Company;Акции;Акции иностранного эмитента обыкновенные;;US0258161092;;1,00;0,01;USD;06.10.2016 0:00:00;Эмитенты с листингом в США
174;AXSM;Axsome Therapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US05464T1043;;1,00;0,01;USD;05.08.2019 0:00:00;Эмитенты с листингом в США
175;AXTA;Axalta Coating Systems Ltd.;Акции;Акции иностранного эмитента обыкновенные;;BMG0750C1082;;1,00;0,01;USD;28.01.2022 0:00:00;Эмитенты с листингом в США
176;AYI;Acuity Brands, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US00508Y1029;;1,00;0,01;USD;31.08.2017 0:00:00;Эмитенты с листингом в США
177;AYX;Alteryx, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US02156B1035;;1,00;0,01;USD;04.04.2019 0:00:00;Эмитенты с листингом в США
178;AZEK;The AZEK Company Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US05478C1053;;1,00;0,01;USD;10.11.2021 0:00:00;Эмитенты с листингом в США
179;AZN;Deutsche Bank Trust Company Americas;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные;Депозитарные расписки Deutsche Bank Trust Company Americas, удостоверяющие права в отношении обыкновенных акций  AstraZeneca PLC;US0463531089;;1,00;0,01;USD;23.07.2021 0:00:00;Эмитенты с листингом в США
180;AZO;AutoZone, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0533321024;;1,00;0,01;USD;23.11.2016 0:00:00;Эмитенты с листингом в США
181;AZPN;Aspen Technology, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0453271035;;1,00;0,01;USD;11.06.2019 0:00:00;Эмитенты с листингом в США
182;AZTA;Azenta, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1143401024;;1,00;0,01;USD;04.12.2020 0:00:00;Эмитенты с листингом в США
183;BA;THE BOEING COMPANY;Акции;Акции иностранного эмитента обыкновенные;;US0970231058;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00;Эмитенты с листингом в США
184;BABA;Citibank, N.A.;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные;Депозитарные расписки Citibank, N.A., удостоверяющие права в отношении обыкновенных акций  Alibaba Group Holding Limited;US01609W1027;ESVUFA;1,00;0,01;USD;15.12.2014 0:00:00;Эмитенты с листингом в США
185;BAC;Bank of America Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0605051046;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00;Эмитенты с листингом в США
186;BAH;Booz Allen Hamilton Holding Corporation;Акции;Акции иностранного эмитента обыкновенные класса A;;US0995021062;;1,00;0,01;USD;31.01.2019 0:00:00;Эмитенты с листингом в США
187;BAND;Bandwidth Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US05988J1034;;1,00;0,01;USD;11.06.2019 0:00:00;Эмитенты с листингом в США
188;BAS@DE;BASF SE;Акции;Акции иностранного эмитента обыкновенные;;DE000BASF111;;1,00;0,01;EUR;01.03.2021 0:00:00;Эмитенты с листингом в ФРГ
189;BAST;JSC “BAST”;Акции;Акции иностранного эмитента обыкновенные;;KZ1C00001015;;1,00;0,1;RUB;26.09.2016 0:00:00;Иностранные эмитенты из стран СНГ
190;BAX;Baxter International Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0718131099;;1,00;0,01;USD;23.11.2016 0:00:00;Эмитенты с листингом в США
191;BAYN@DE;Bayer Aktiengesellschaft;Акции;Акции иностранного эмитента обыкновенные;;DE000BAY0017;;1,00;0,01;EUR;29.09.2020 0:00:00;Эмитенты с листингом в ФРГ
192;BBBY;Bed Bath & Beyond Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0758961009;;1,00;0,01;USD;23.11.2016 0:00:00;Эмитенты с листингом в США
193;BBIO;BridgeBio Pharma, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US10806X1028;;1,00;0,01;USD;04.12.2020 0:00:00;Эмитенты с листингом в США
194;BBSI;Barrett Business Services, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0684631080;;1,00;0,01;USD;28.02.2019 0:00:00;Эмитенты с листингом в США
195;BBWI;Bath & Body Works, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0708301041;;1,00;0,01;USD;01.06.2017 0:00:00;Эмитенты с листингом в США
196;BBY;Best Buy Co., Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0865161014;;1,00;0,01;USD;23.11.2016 0:00:00;Эмитенты с листингом в США
197;BC;Brunswick Corporation;Акции;Акции иностранного эмитента обыкновенные;;US1170431092;;1,00;0,01;USD;31.01.2019 0:00:00;Эмитенты с листингом в США
198;BCO;The Brink's Company;Акции;Акции иностранного эмитента обыкновенные;;US1096961040;;1,00;0,01;USD;28.02.2019 0:00:00;Эмитенты с листингом в США
199;BCPC;Balchem Corporation;Акции;Акции иностранного эмитента обыкновенные;;US0576652004;;1,00;0,01;USD;31.10.2019 0:00:00;Эмитенты с листингом в США
200;BDC;Belden Inc.;Акции;Акции иностранного эмитента обыкновенные;;US0774541066;;1,00;0,01;USD;28.02.2019 0:00:00;Эмитенты с листингом в США
201;BDTX;Black Diamond Therapeutics, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US09203E1055;;1,00;0,01;USD;29.07.2020 0:00:00;Эмитенты с листингом в США
202;BDX;Becton, Dickinson and Company;Акции;Акции иностранного эмитента обыкновенные;;US0758871091;;1,00;0,01;USD;23.11.2016 0:00:00;Эмитенты с листингом в США
